path,angle_deg,length_px,laplacian_var,tenengrad,coherence,note
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1321.jpg,168.0514103255047,9.0,0.025777922943234444,0.09551330655813217,0.26858221600671,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1881.jpg,147.70160549154014,7.0,0.003391435369849205,0.04933347553014755,0.10299409579896904,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im4375.jpg,105.28999090551639,8.0,0.0932510644197464,0.5645690560340881,0.09112351466092489,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im4383.jpg,178.10527427185974,10.0,0.03629228100180626,0.1580747812986374,0.30930416408231437,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7735.jpg,85.67046547067767,7.0,0.030148150399327278,0.22065047919750214,0.28331065415745804,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1420.jpg,102.99029389543901,6.0,0.036951545625925064,0.24350391328334808,0.305677541464187,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im6159.jpg,93.78397191549165,6.0,0.0018620064947754145,0.05488011613488197,0.17676380053702112,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7085.jpg,179.2151890665506,7.0,0.006389961112290621,0.10662735998630524,0.15639478703636284,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im2945.jpg,90.19516134314,7.0,0.03576432168483734,0.20405352115631104,0.5974695476560785,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1329.jpg,71.98365078913234,17.0,0.07227057218551636,0.38054078817367554,0.16833311462340894,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im3023.jpg,45.75809064843392,8.0,0.02494441159069538,0.08835138380527496,0.1083454707293716,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im10467.jpg,50.1235929595695,9.0,0.004502905998378992,0.013096760027110577,0.17407214252392608,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7331.jpg,88.75026632439902,9.0,0.06424922496080399,0.40858030319213867,0.2673424460896078,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12244.jpg,97.2937662713382,13.0,0.028652368113398552,0.12443818897008896,0.07860485161549206,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12511.jpg,91.76390036257584,7.0,0.01519753411412239,0.12785038352012634,0.30424226439884616,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im2130.jpg,142.5754308656134,12.0,0.05409606173634529,0.29918381571769714,0.12270014018989919,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im3065.jpg,22.506779072589723,8.0,0.2276666760444641,1.0795351266860962,0.07125835753167553,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im15781.jpg,13.672159931369768,10.0,0.01873798854649067,0.09426368027925491,0.12425424387620346,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im19330.jpg,149.60597993983473,8.0,0.12687385082244873,0.40883496403694153,0.027621476225045908,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im4692.jpg,90.44457854355166,8.0,0.003133608028292656,0.04117441922426224,0.08417591011685742,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im11642.jpg,48.053988250026734,12.0,0.012247703969478607,0.20137307047843933,0.04407078754933106,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im13998.jpg,85.56746826866473,6.0,0.09359101951122284,0.6977874636650085,0.10422891162917697,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16921.jpg,26.605803977590547,7.0,0.037583865225315094,0.23910407721996307,0.08310905044472872,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im2109.jpg,19.556843557036306,6.0,0.15722578763961792,0.6931147575378418,0.020252394223084336,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im14427.jpg,106.58908650348152,9.0,0.006264233961701393,0.03666853904724121,0.07106462971828233,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im750.jpg,173.90518636356597,11.0,0.001681374036706984,0.011112125590443611,0.24865864207724303,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im14748.jpg,100.3864144780011,9.0,0.01760976016521454,0.07379812002182007,0.13172572632174415,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16677.jpg,55.69420700231063,7.0,0.02274545654654503,0.14352121949195862,0.03788688600113342,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im10604.jpg,160.09796343794176,8.0,0.01634710095822811,0.09382237493991852,0.08472003084463871,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im17751.jpg,4.782750149914457,6.0,0.0023572680074721575,0.04220127314329147,0.3208812953642954,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7192.jpg,10.925292092911716,9.0,0.06946194171905518,0.668511688709259,0.036518672350835175,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im15065.jpg,90.01932200655114,7.0,0.07781830430030823,0.5171067118644714,0.09807977946608072,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12075.jpg,123.79884799173729,7.0,0.05739997327327728,0.3941155970096588,0.013824673479511313,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im329.jpg,84.79185455492934,7.0,0.015723340213298798,0.26017504930496216,0.11285426459912534,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12068.jpg,33.83676407570711,12.0,0.03535928204655647,0.40448370575904846,0.11396072422229986,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im6882.jpg,177.99749605006178,13.0,0.1095149964094162,0.5479232668876648,0.09941942548359453,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im22468.jpg,118.82756700507638,10.0,0.1354445517063141,1.1016676425933838,0.02100240387965076,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im142.jpg,50.688912315382076,8.0,0.010357644408941269,0.2186884582042694,0.12064578844302823,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im4568.jpg,69.6459003572563,7.0,0.04056486859917641,0.1912090927362442,0.11173390590667986,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im10064.jpg,137.29264357935898,10.0,0.04070758447051048,0.45296695828437805,0.09841220681284314,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1267.jpg,115.29554175578845,9.0,0.016072163358330727,0.15175387263298035,0.03170120644488767,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im20443.jpg,86.1346836532376,11.0,0.14008527994155884,0.7995211482048035,0.0685130347180875,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12745.jpg,145.50799131255658,6.0,0.10754352062940598,0.4080362915992737,0.07315046452822818,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1085.jpg,68.10019942784979,7.0,0.0589924156665802,0.41424259543418884,0.0454375286774944,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12915.jpg,179.0606491865688,8.0,0.014798552729189396,0.1162550076842308,0.1288575171134596,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im21474.jpg,43.392611846934074,7.0,0.026612024754285812,0.1923137903213501,0.1185409881939178,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16789.jpg,14.478088400721811,9.0,0.035971298813819885,0.2514339089393616,0.03209041929443219,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im21934.jpg,9.381292686882878,7.0,0.05315587669610977,0.6235076785087585,0.04429354796082218,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im19845.jpg,98.80371086848379,7.0,0.013758123852312565,0.06112619861960411,0.24635156907855704,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im13958.jpg,5.071904974222562,18.0,0.0025606078561395407,0.043693747371435165,0.03730303592089601,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im954.jpg,78.53084132980565,11.0,0.050407275557518005,0.2910696566104889,0.43208080364439405,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16244.jpg,149.38576216947692,7.0,0.01586388796567917,0.09265854209661484,0.0658286758684747,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im11877.jpg,85.78956029829564,17.0,0.01844123564660549,0.2474256306886673,0.20188747275860086,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12429.jpg,55.194539520257656,9.0,0.016202503815293312,0.11314263939857483,0.2980526442867834,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12979.jpg,89.38832252966243,10.0,0.017053494229912758,0.14590540528297424,0.0530884905909138,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12824.jpg,78.32255144144818,10.0,0.05845942348241806,0.4904298484325409,0.0448223034861378,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im21766.jpg,26.677664814507352,9.0,0.03640344738960266,0.22527578473091125,0.011774594023560738,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7623.jpg,93.4720405664187,7.0,0.018325001001358032,0.29845860600471497,0.5460497845392257,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16097.jpg,99.74677095070257,8.0,0.01632739044725895,0.19084268808364868,0.18138588082067927,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im9724.jpg,6.916597215071125,31.0,0.026478087529540062,0.27148860692977905,0.09896187482250848,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im9031.jpg,83.3333406379608,12.0,0.019369596615433693,0.19409435987472534,0.06803875305304706,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im19529.jpg,173.07987092115792,14.0,0.03424874320626259,0.28068846464157104,0.04285411321448772,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im2754.jpg,85.2203602209844,6.0,0.046995777636766434,0.40597909688949585,0.016696688190360975,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im20053.jpg,40.56615959341401,6.0,0.01152546051889658,0.13755081593990326,0.1420850027056611,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im17882.jpg,137.9752723953507,6.0,0.013067169114947319,0.10314266383647919,0.15362046341323918,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im17422.jpg,135.75374716653127,9.0,0.007688999176025391,0.17983731627464294,0.11288331254712738,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im12677.jpg,81.40064807811098,6.0,0.008125051856040955,0.13023972511291504,0.04359347069864051,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im7965.jpg,14.548762322233065,14.0,0.04310997202992439,0.3854513168334961,0.044976661928862134,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im3137.jpg,170.83850200794242,7.0,0.021716801449656487,0.28766968846321106,0.40370790396259265,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im10170.jpg,5.364165540185016,6.0,0.003606958081945777,0.03500903397798538,0.10234103246033346,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im6048.jpg,175.33609315673928,8.0,0.011745341122150421,0.09690821170806885,0.09339579352363453,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im22831.jpg,127.93329084927662,7.0,0.07687098532915115,0.3685995936393738,0.10023926476556749,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im8493.jpg,14.80232631302147,8.0,0.07189467549324036,0.1992110013961792,0.3118583650761328,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im16008.jpg,69.77535836778222,6.0,0.03029896318912506,0.218495175242424,0.11286981064304641,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im1347.jpg,60.852767571405124,11.0,0.017797201871871948,0.11268911510705948,0.06817034435681216,ok
/root/workspace/sc-diffusion-pipe/datatset/mirflickr/im8512.jpg,25.761720175375334,7.0,0.05310675874352455,0.7734783291816711,0.03940308111101764,ok
